,model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
276,GBM_grid_1_AutoML_1_20241015_104849_model_655,0.7955733789209087,0.16036560848985001,0.26419870756744657,0.3393998165378063,0.20177458952815366,0.04071298497925492
277,GBM_grid_1_AutoML_1_20241015_104849_model_756,0.7955572366304905,0.16148282799090222,0.2507403977788125,0.33544775497075324,0.20235255565472568,0.04094655677999885
278,GBM_grid_1_AutoML_1_20241015_104849_model_21,0.7954968370641283,0.16010286999147486,0.2637806569113879,0.3404195804195804,0.2015240245996392,0.04061193249083599
279,GBM_grid_1_AutoML_1_20241015_104849_model_310,0.7954879022170334,0.15928890309847996,0.2625694900908088,0.34401293765859353,0.20127461201171384,0.040511469440465936
280,GBM_grid_1_AutoML_1_20241015_104849_model_516,0.7954633611703459,0.16082184111296405,0.25432727289901524,0.3460598515624069,0.20240673907275225,0.0409684880220652
281,GBM_grid_1_AutoML_1_20241015_104849_model_833,0.7954359609725881,0.15975793565276286,0.2496949188941724,0.34627678964987313,0.2017258317495389,0.04069331119504328
282,GBM_grid_1_AutoML_1_20241015_104849_model_845,0.7953692474476121,0.15948043418176394,0.26394193147854433,0.35857423666622984,0.200901430192553,0.04036138465341324
283,GBM_grid_1_AutoML_1_20241015_104849_model_48,0.7952938373381304,0.16064728689662527,0.2576147204695378,0.34193242872970303,0.20157931495666892,0.040634220218399936
284,GBM_grid_1_AutoML_1_20241015_104849_model_937,0.7952520818193731,0.1599158515867121,0.2518944466851626,0.3394954789673699,0.20129753623543165,0.04052069809445492
285,GBM_grid_1_AutoML_1_20241015_104849_model_1124,0.7952478526584149,0.1619196863319277,0.259321042700227,0.3304736660273287,0.2025838164052529,0.04104020266931722
286,GBM_grid_1_AutoML_1_20241015_104849_model_504,0.7952162232996987,0.15913429213855051,0.2658393358655656,0.3550867871481159,0.2008677142668396,0.04034783863478472
287,GBM_grid_1_AutoML_1_20241015_104849_model_65,0.7952074075838982,0.15974261402516213,0.2646453805257733,0.33809139752921696,0.2013776351453653,0.04055295193673986
288,GBM_grid_1_AutoML_1_20241015_104849_model_483,0.7951909078995961,0.16038437419261894,0.2578303403404905,0.3628696346243195,0.2017892497156497,0.040718901300804834
289,GBM_grid_1_AutoML_1_20241015_104849_model_866,0.7951549898142743,0.16029764292216625,0.2665211309812966,0.32004777164913456,0.20079754399468253,0.040319653674296484
290,GBM_grid_1_AutoML_1_20241015_104849_model_593,0.7951513563097891,0.16094546645760133,0.2592378815421313,0.3366559845605842,0.20198086152999087,0.04079626842439737
291,GBM_grid_1_AutoML_1_20241015_104849_model_36,0.7951484375930713,0.16093799891275018,0.2568530016460677,0.3540465326836707,0.20204862799239956,0.04082364807361105
292,GBM_grid_1_AutoML_1_20241015_104849_model_344,0.7951475441083619,0.16080642960867614,0.25951919106304705,0.3289870266020181,0.20118138852821532,0.040473951090140736
293,GBM_grid_1_AutoML_1_20241015_104849_model_785,0.7951155573557618,0.1597923436404118,0.27054590530241346,0.3464470282698562,0.20149865613638426,0.04060170842476883
294,GBM_grid_1_AutoML_1_20241015_104849_model_354,0.7951122216795129,0.1603437788418311,0.2597116776209383,0.3464134332447791,0.20172885664306092,0.04069453160251663
295,GBM_grid_1_AutoML_1_20241015_104849_model_966,0.7951068607712559,0.15995093436582888,0.2606003966259491,0.3432590748263661,0.2017894185163236,0.040718969425156
296,GBM_grid_1_AutoML_1_20241015_104849_model_865,0.7951028103072396,0.15970343515858768,0.2665065662205573,0.3386436902109815,0.2013269542435552,0.040532542504986564
297,GBM_grid_1_AutoML_1_20241015_104849_model_315,0.7950870254107051,0.1606181322469807,0.25767309833102925,0.348483696882334,0.20136168398454454,0.040546527777091584
298,GBM_grid_1_AutoML_1_20241015_104849_model_890,0.7950847023504604,0.16169560085510526,0.2502506311426586,0.34826675879486785,0.20249222872295908,0.041003102693191185
299,GBM_grid_1_AutoML_1_20241015_104849_model_359,0.7950598634755365,0.162198929486327,0.2538752700145389,0.35710296517792256,0.2024464543149204,0.04098456686468315
300,GBM_grid_1_AutoML_1_20241015_104849_model_778,0.7950189418758413,0.16010729932028994,0.2503511509749753,0.35357167534339595,0.2018795980682921,0.04075537211621517
301,GBM_grid_1_AutoML_1_20241015_104849_model_226,0.7949683706412838,0.16049261207031246,0.2559177116966141,0.35857423666622984,0.2018706330027251,0.040751752468920925
302,GBM_grid_1_AutoML_1_20241015_104849_model_43,0.7949343586566755,0.1611541190772775,0.2556146304857876,0.3565580586364232,0.20190173515554005,0.04076431065881784
303,GBM_grid_1_AutoML_1_20241015_104849_model_377,0.7949247090218129,0.15918335637131453,0.2663697296115992,0.3381118881118881,0.2011898872484633,0.040477370731049366
304,GBM_grid_1_AutoML_1_20241015_104849_model_331,0.7949171441846058,0.16000693573238114,0.2727702649780254,0.3352000810092803,0.20145575522989556,0.04058442131524758
305,GBM_grid_1_AutoML_1_20241015_104849_model_1118,0.7949087454283366,0.16014832574285567,0.26243047277699244,0.3538814167093554,0.20179785385726665,0.04072237382139873
306,GBM_grid_1_AutoML_1_20241015_104849_model_827,0.7948230900275193,0.16453342716705907,0.2519928294190181,0.3421282805780251,0.2038711107184369,0.041563429785569136
307,GBM_grid_1_AutoML_1_20241015_104849_model_1070,0.7947577465124314,0.1606098373473433,0.24702705603749964,0.35131806864345194,0.2020382166721356,0.0408194409960568
308,GBM_grid_1_AutoML_1_20241015_104849_model_475,0.7946343860568733,0.1599900119111867,0.2620611756193708,0.3579496312886432,0.2006879484866776,0.04027565266779135
309,GBM_grid_1_AutoML_1_20241015_104849_model_259,0.7946132998177291,0.16475064563700362,0.260614048292387,0.3532180936610238,0.2036841020316709,0.041487213420448116
310,GBM_grid_1_AutoML_1_20241015_104849_model_597,0.7945549254833751,0.15969625462547155,0.2623715828083544,0.35944937515635983,0.20136838055302525,0.040549224686548
311,GBM_grid_1_AutoML_1_20241015_104849_model_904,0.7945281209420902,0.1606765896175632,0.25817856488833696,0.3429106157896618,0.2012311923853531,0.040493992788831
312,GBM_grid_1_AutoML_1_20241015_104849_model_804,0.7945093577631909,0.16062527796204376,0.24464471909617785,0.33988265567481923,0.20184744194972815,0.040742389821648885
313,GBM_grid_1_AutoML_1_20241015_104849_model_621,0.794493691997951,0.16143105072754768,0.2803448751195813,0.3539332388225063,0.20143154248939896,0.04057466630965855
314,GBM_grid_1_AutoML_1_20241015_104849_model_1014,0.7944758818694083,0.15985161691584399,0.2678876713898849,0.3414342216556867,0.20065770991142493,0.04026351654689756
315,GBM_grid_1_AutoML_1_20241015_104849_model_688,0.7944490177624761,0.1596841166813927,0.2601978850666076,0.35538116057707203,0.2014040153593913,0.040563577402885936
316,GBM_grid_1_AutoML_1_20241015_104849_model_1115,0.7944321606842901,0.1605856737822314,0.2493985765420684,0.337856232353677,0.2022259754338182,0.04089534514015925
317,GBM_grid_1_AutoML_1_20241015_104849_model_392,0.7944189966762368,0.16006016875628912,0.2570666538376268,0.35291859758639993,0.20147332722191727,0.04059150158186975
318,GBM_grid_1_AutoML_1_20241015_104849_model_515,0.7944150653435151,0.16024004664572242,0.263133241661046,0.33298805113115165,0.20083876712603888,0.04033621038070727
319,GBM_grid_1_AutoML_1_20241015_104849_model_288,0.7943910008220059,0.15963817484242046,0.25807193374024273,0.35453961711201915,0.20094707756154456,0.040379727980525415
320,GBM_grid_1_AutoML_1_20241015_104849_model_75,0.7943869503579896,0.16058420664506254,0.25953773790262924,0.3448698490606497,0.20103625500325106,0.04041557582573218
321,GBM_grid_1_AutoML_1_20241015_104849_model_293,0.7942485197936646,0.16300125972878304,0.261881496333315,0.34536805613466603,0.20304752379611496,0.04122829691973387
322,GBM_grid_1_AutoML_1_20241015_104849_model_373,0.794246018036478,0.16333440918561468,0.2597105450678617,0.34363600624247986,0.20288474696702768,0.04116222055187485
323,GBM_grid_1_AutoML_1_20241015_104849_model_183,0.7942018203261815,0.1600200043811398,0.2628079197163777,0.3446660154155895,0.20094386781615944,0.04037843801291816
324,GBM_grid_1_AutoML_1_20241015_104849_model_185,0.7941611965547231,0.16212379555514594,0.2494428239743345,0.3761634957887087,0.20253431440733088,0.04102014851244756
325,GBM_grid_1_AutoML_1_20241015_104849_model_1104,0.7941572652220013,0.1607019879781237,0.2565346857314658,0.35776628822625417,0.2022251061491152,0.040894993557020906
326,GBM_grid_1_AutoML_1_20241015_104849_model_127,0.794076792032499,0.15954444790623026,0.2740738519054994,0.3427790948404236,0.20031287002176346,0.040125245896355896
327,GBM_grid_1_AutoML_1_20241015_104849_model_1057,0.7940747668004908,0.16027288624299404,0.2629086654791401,0.3482075505414517,0.20144408340444853,0.04057971873865842
328,GBM_grid_1_AutoML_1_20241015_104849_model_742,0.7939739817252593,0.16361891155022756,0.2531829002921161,0.3486283222739781,0.2035356447215462,0.04142675867221547
329,GBM_grid_1_AutoML_1_20241015_104849_model_725,0.7939690377765335,0.1608106120037461,0.25390916590446305,0.3642481028341335,0.20185484119997868,0.04074537691586861
330,GBM_grid_1_AutoML_1_20241015_104849_model_788,0.7939511085166963,0.15993432548626668,0.2532927642263557,0.3622114342216557,0.20137749064815733,0.04055289373974871
331,GBM_grid_1_AutoML_1_20241015_104849_model_546,0.7938963081211804,0.1596260282070121,0.2568235109801338,0.3444724270618649,0.2011097337009971,0.04044512498928599
332,GBM_grid_1_AutoML_1_20241015_104849_model_412,0.7938743879629742,0.15939472626322168,0.2682883407600181,0.3229231245755948,0.20084728879834485,0.040339633417645744
333,GBM_grid_1_AutoML_1_20241015_104849_model_1025,0.7937820612096591,0.16348147899856608,0.2452344672307029,0.3396605949416852,0.2035058696666287,0.04141463898877087
334,GBM_grid_1_AutoML_1_20241015_104849_model_362,0.7937584732133284,0.1619673266543028,0.25053468387939265,0.3453447064009245,0.20277313981883985,0.041116946231990775
335,GBM_grid_1_AutoML_1_20241015_104849_model_197,0.7937440583266819,0.1604528661218067,0.2641776740221595,0.3335921659260671,0.20112862594396946,0.04045272417410917
336,GBM_grid_1_AutoML_1_20241015_104849_model_437,0.7937367913177112,0.16087534282125207,0.2641446140308627,0.34842448862891795,0.20201004379815526,0.040808057795332635
337,GBM_grid_1_AutoML_1_20241015_104849_model_579,0.7937347065200558,0.15986300476367615,0.2675635210807775,0.3532619339774365,0.20103255568933165,0.04041408844698423
338,GBM_grid_1_AutoML_1_20241015_104849_model_424,0.7936646573188312,0.1601138757520428,0.2621794717325556,0.3614137310730156,0.20132498802966906,0.040531750805146385
339,GBM_grid_1_AutoML_1_20241015_104849_model_860,0.7936589390166903,0.16148672935687114,0.2594361428178427,0.3548829535030557,0.2022421440141466,0.040901884815438806
340,GBM_grid_1_AutoML_1_20241015_104849_model_916,0.7936572116129186,0.1604079927354329,0.26663300770486703,0.32395825639437226,0.2016088735820145,0.04064613790700868
341,GBM_grid_1_AutoML_1_20241015_104849_model_160,0.7936535781084333,0.16295542456294915,0.27235675630827105,0.3438916620006909,0.20268228484764694,0.04108010859106271
342,GBM_grid_1_AutoML_1_20241015_104849_model_921,0.7936286796678621,0.16327825839427504,0.25708434545404163,0.3490775663859139,0.2029043524937888,0.04117017626092369
343,GBM_grid_1_AutoML_1_20241015_104849_model_51,0.7936222465779535,0.1629258584950799,0.24445005913584605,0.3368598182056444,0.2033302884970391,0.04134320622028916
344,GBM_grid_1_AutoML_1_20241015_104849_model_884,0.7936039599242325,0.1623616118103668,0.27014484867244626,0.3405744511025602,0.2024810042387067,0.040998557077515166
345,GBM_grid_1_AutoML_1_20241015_104849_model_758,0.7935993733693903,0.15978745011388976,0.2619797445016265,0.3642093851633885,0.20131170346807603,0.04052640195321856
346,GBM_grid_1_AutoML_1_20241015_104849_model_609,0.7935460025494097,0.1604277720058103,0.270091245699515,0.3166713524975876,0.2007819448019426,0.04031338935845033
347,GBM_grid_1_AutoML_1_20241015_104849_model_208,0.7935309324406429,0.1598907903695855,0.2688889379836336,0.34441035965737843,0.20169908545689053,0.040682521074146036
348,GBM_grid_1_AutoML_1_20241015_104849_model_22,0.7935207467149545,0.16145952946216272,0.25079115452546713,0.35035012687482875,0.2021877594634303,0.040879890076841945
349,GBM_grid_1_AutoML_1_20241015_104849_model_275,0.7934792890244338,0.1603036077935255,0.26159469537226554,0.3584632062996629,0.2014442379997864,0.04057978102331459
350,GBM_grid_1_AutoML_1_20241015_104849_model_246,0.793461657592833,0.15999574540801134,0.2538574982790753,0.34052036549481185,0.20139863476335926,0.04056141008454497
351,GBM_grid_1_AutoML_1_20241015_104849_model_439,0.7934567732097545,0.1627091877093724,0.2657310409542269,0.35062627321571105,0.2023998267295962,0.040965689860170566
352,GBM_grid_1_AutoML_1_20241015_104849_model_468,0.793426096901395,0.16237584615708808,0.2729630708165794,0.3263644702826985,0.20171333230573715,0.04068826842988473
353,GBM_grid_1_AutoML_1_20241015_104849_model_854,0.7934208551244327,0.16020170360428515,0.27376977067937985,0.32365649682515096,0.20043192073833868,0.040172954850859685
354,GBM_grid_1_AutoML_1_20241015_104849_model_918,0.7933798143934431,0.1624455781823909,0.268102353801186,0.34029830476167783,0.2020866699772553,0.04083902218249609
355,GBM_grid_1_AutoML_1_20241015_104849_model_808,0.7933429432577644,0.16309575111564634,0.2431350539306879,0.3735950250771376,0.20294805167982094,0.04118791168063527
356,GBM_grid_1_AutoML_1_20241015_104849_model_482,0.7932724770970087,0.16044008543195595,0.2602368960172587,0.326661107206252,0.2008458632642872,0.040339060790376746
357,GBM_grid_1_AutoML_1_20241015_104849_model_973,0.7932494251915035,0.15983860277913514,0.26797240607797906,0.3343534148985597,0.20127591108814208,0.04051199238436168
358,GBM_grid_1_AutoML_1_20241015_104849_model_997,0.7932182723579657,0.16066845053098538,0.2604832668029966,0.3464755006492656,0.20163666401017866,0.040657344273153664
359,GBM_grid_1_AutoML_1_20241015_104849_model_673,0.7931724068095447,0.16341923499863895,0.26466582998506794,0.3449034440857269,0.2028183385352583,0.041135278446202635
360,GBM_grid_1_AutoML_1_20241015_104849_model_931,0.7931092672234069,0.16298128562469294,0.2541426225126006,0.3445111447326098,0.2023181906863364,0.040932650282592783
361,GBM_grid_1_AutoML_1_20241015_104849_model_501,0.7930304618720292,0.16275447453713712,0.2593401189109187,0.3310624128852408,0.20271090549139334,0.0410917112051406
362,GBM_grid_1_AutoML_1_20241015_104849_model_1000,0.7929966881500101,0.16425530156141424,0.2613784067300436,0.3492426823602292,0.20350596409541044,0.041414677422402485
363,GBM_grid_1_AutoML_1_20241015_104849_model_782,0.7929685731644845,0.16032205699711233,0.2677742382721849,0.3283800526560322,0.20065437940530415,0.04026217997452775
364,GBM_grid_1_AutoML_1_20241015_104849_model_449,0.7929373607652995,0.1631710822969126,0.2745786593095347,0.3274485650635566,0.20223965425878165,0.040900877754711545
365,GBM_grid_1_AutoML_1_20241015_104849_model_825,0.7929162149605079,0.15970740536881764,0.2710078478801818,0.34492679381946845,0.20066318211198111,0.040265712655306096
366,GBM_grid_1_AutoML_1_20241015_104849_model_190,0.7929022170333925,0.15972369984940066,0.266735301683708,0.3658201593976722,0.20157673843599672,0.040633181478494235
367,GBM_grid_1_AutoML_1_20241015_104849_model_200,0.7928679667861949,0.1618229576079239,0.2681920547082041,0.32910544310885026,0.20128681987261512,0.040516383854430606
368,GBM_grid_1_AutoML_1_20241015_104849_model_365,0.792840745285379,0.1624243590701033,0.2667229849175623,0.3470021801026912,0.20254446316958175,0.04102425956065407
369,GBM_grid_1_AutoML_1_20241015_104849_model_243,0.7928332995794666,0.16037736823846258,0.2654873061478111,0.34774806113818035,0.2013061720048945,0.04052417488726418
370,GBM_grid_1_AutoML_1_20241015_104849_model_1103,0.7928044698061734,0.162566958312168,0.24436868865797504,0.34131008684671377,0.20304505739843726,0.04122729533393467
371,GBM_grid_1_AutoML_1_20241015_104849_model_1027,0.7927776652648884,0.16119150277674898,0.25632989513706345,0.3696663132438261,0.2020366277865453,0.040818798967359037
372,GBM_grid_1_AutoML_1_20241015_104849_model_622,0.7927030890744691,0.16012689088203114,0.2553707280167241,0.3438631896212816,0.20174170671548014,0.04069971622847481
373,GBM_grid_1_AutoML_1_20241015_104849_model_406,0.7926909376824198,0.16080863048251354,0.252465017496496,0.3675186142647812,0.2015907714183871,0.0406388391210604
374,GBM_grid_1_AutoML_1_20241015_104849_model_987,0.7925965856970968,0.16191626280939686,0.2425872170176317,0.3518937110589581,0.20292584529025734,0.04117889868676546
375,GBM_grid_1_AutoML_1_20241015_104849_model_336,0.7925793712250272,0.16005540095684428,0.255732799241612,0.3456185892472093,0.2007626645827629,0.04030564749037096
376,GBM_grid_1_AutoML_1_20241015_104849_model_101,0.7925749038014795,0.1620410580897425,0.2777877558280221,0.34503270154036764,0.20125395009673733,0.040503152429540036
377,GBM_grid_1_AutoML_1_20241015_104849_model_699,0.7924436211148307,0.16149160762326406,0.2501110577929439,0.36019013354618123,0.2023905774365307,0.04096194583509233
378,GBM_grid_1_AutoML_1_20241015_104849_model_355,0.7923864380934227,0.16120202376916795,0.26755829479714804,0.36805041636387453,0.2019720765666738,0.040792719712654336
379,GBM_grid_1_AutoML_1_20241015_104849_model_826,0.7923104323274681,0.16076167069208885,0.2716534216998008,0.3410908852646502,0.2007342659469459,0.04029424552525921
380,GBM_grid_1_AutoML_1_20241015_104849_model_156,0.7922350222179864,0.1610472824564113,0.26050848461692033,0.3523247280828201,0.2017476466895808,0.040702112944783916
381,GBM_grid_1_AutoML_1_20241015_104849_model_448,0.7922253130174767,0.16112987370532067,0.2595340026435266,0.3243790281268987,0.20129880848750134,0.040521210298487764
382,GBM_grid_1_AutoML_1_20241015_104849_model_429,0.7922001167486686,0.16454764283567927,0.26670477865344483,0.3279957350996533,0.20325396769962475,0.0413121753856401
383,GBM_grid_1_AutoML_1_20241015_104849_model_664,0.7921727761165581,0.1605620774463071,0.2579002567866909,0.3602960412670804,0.2014063385798324,0.040564513220134095
384,GBM_grid_1_AutoML_1_20241015_104849_model_107,0.7921721208944377,0.16353541686645498,0.2442177037158172,0.3445805982773615,0.2034054827882809,0.04137379042833364
385,GBM_grid_1_AutoML_1_20241015_104849_model_445,0.7921019525619185,0.16068648395885615,0.2522735270617137,0.3626475738911855,0.20179313200603136,0.0407204681248036
386,GBM_grid_1_AutoML_1_20241015_104849_model_46,0.7920879546348031,0.1612804333927241,0.2588372709517417,0.3618396254512098,0.20213670711434725,0.04085924836303141
387,GBM_grid_1_AutoML_1_20241015_104849_model_636,0.7920442930153321,0.1627851911593904,0.2571542093982648,0.3514290990100189,0.20302038255254976,0.04121727573178366
388,GBM_grid_1_AutoML_1_20241015_104849_model_1039,0.7920407190764942,0.1644030076686978,0.2503983157720852,0.3440823912033452,0.20347368200965987,0.04140153927056818
389,GBM_grid_1_AutoML_1_20241015_104849_model_220,0.7920194541404082,0.16138426028109826,0.25558646643108185,0.36494502090754216,0.20217167045391907,0.040873384334128064
390,GBM_grid_1_AutoML_1_20241015_104849_model_801,0.7919770433995306,0.16106322220445965,0.25964416203382074,0.3501331887873625,0.20167540357694466,0.0406729684079235
391,GBM_grid_1_AutoML_1_20241015_104849_model_461,0.7919539319283783,0.16067304892590506,0.2724380471425309,0.33695035798954026,0.20026166030959552,0.04010473258995583
392,GBM_grid_1_AutoML_1_20241015_104849_model_628,0.7919171799239942,0.16294485718289597,0.2709971395542109,0.3540414100380029,0.2020273430480272,0.04081504733904527
393,GBM_grid_1_AutoML_1_20241015_104849_model_971,0.7919149759950442,0.16124683418092992,0.2547825235193762,0.3358736493489475,0.20210263144893276,0.04084547363858314
394,GBM_grid_1_AutoML_1_20241015_104849_model_760,0.7918666086894366,0.1596644348403436,0.27509923989996754,0.3465762857244969,0.20026698259497164,0.04010686431769468
395,GBM_grid_1_AutoML_1_20241015_104849_model_989,0.7918499898738399,0.16247662877463614,0.24888842092755745,0.3387080211100654,0.2029841452874268,0.0412025632380672
396,GBM_grid_1_AutoML_1_20241015_104849_model_915,0.7917677297149188,0.1611788374792157,0.26527532184944064,0.3348077816561633,0.20136263000958265,0.04054690876437607
397,GBM_grid_1_AutoML_1_20241015_104849_model_953,0.7916453223097175,0.16056475425040978,0.26700943662186843,0.3653219523236559,0.20115195493838797,0.04046210897553528
398,GBM_grid_1_AutoML_1_20241015_104849_model_228,0.7915297053883085,0.16075093340943206,0.2597266459322144,0.3599475822303761,0.20142841520830992,0.0405734064533313
399,GBM_grid_1_AutoML_1_20241015_104849_model_1032,0.79145334222847,0.16107312475826588,0.25203586060913297,0.3607993709867645,0.2018659490396173,0.040749861381665364
400,GBM_grid_1_AutoML_1_20241015_104849_model_709,0.791438450816645,0.1602523824025982,0.2621497660361292,0.3545680894914285,0.20112737452861432,0.0404522207847735
401,GBM_grid_1_AutoML_1_20241015_104849_model_266,0.7913882369759712,0.1624320914762524,0.2483312212589004,0.3450970324394516,0.2028414795244647,0.04114466581567385
402,GBM_grid_1_AutoML_1_20241015_104849_model_366,0.7913765025434532,0.16069259154450466,0.2454104452159499,0.3560239930427324,0.2018659163616923,0.04074984818854576
403,GBM_grid_1_AutoML_1_20241015_104849_model_70,0.7913710820695489,0.16063995939995174,0.25500443616800905,0.3650122109576965,0.20173244126093665,0.040695977857097256
404,GBM_grid_1_AutoML_1_20241015_104849_model_683,0.7913311135202106,0.16544639218612642,0.2482715134257872,0.3245931070632945,0.2036984271845959,0.041493049237478125
405,GBM_grid_1_AutoML_1_20241015_104849_model_255,0.7912539760069572,0.16152966514223824,0.2519080673783088,0.3546272977448446,0.20197200491490208,0.04079269076934523
406,GBM_grid_1_AutoML_1_20241015_104849_model_347,0.7911163197960472,0.16057147962871654,0.2664034283204645,0.34127422832703924,0.20128864708637476,0.04051711944586312
407,GBM_grid_1_AutoML_1_20241015_104849_model_674,0.7910826652053228,0.1610851213750598,0.2461987431329256,0.3701696429635101,0.20196136446233087,0.040788392735486435
408,GBM_grid_1_AutoML_1_20241015_104849_model_815,0.7909825949178589,0.1604967370886691,0.2502497564081011,0.3449911247185523,0.2019333668102088,0.040777084631306346
409,GBM_grid_1_AutoML_1_20241015_104849_model_503,0.7909227910079699,0.16481087366004002,0.2555056778856841,0.3543329243158886,0.2038831385032518,0.04156833416593615
410,GBM_grid_1_AutoML_1_20241015_104849_model_666,0.7908656079865619,0.16150673035430538,0.2459840992421533,0.33869777581872984,0.2016612523105848,0.04066726068347334
411,GBM_grid_1_AutoML_1_20241015_104849_model_458,0.7908320129614849,0.16316329421872638,0.2686035732023033,0.35324656604043314,0.20194943257289824,0.04078357331651557
412,GBM_1_AutoML_1_20241015_104849,0.7908246268212197,0.16121873484664972,0.26603317686236466,0.3449888612239549,0.20084554319283532,0.04033893222042509
413,GBM_grid_1_AutoML_1_20241015_104849_model_263,0.7906289536698395,0.16120391930142006,0.2435178418655681,0.337314184963248,0.20160248355083304,0.040643561373863914
414,GBM_grid_1_AutoML_1_20241015_104849_model_923,0.7906218653578109,0.1607095710471839,0.2604527231260804,0.36658939016690295,0.20121119915205227,0.04048594666420684
415,GBM_grid_1_AutoML_1_20241015_104849_model_749,0.7905935121096961,0.16223068073183292,0.255626429461696,0.3251044185797167,0.20245957543543164,0.04098987968549523
416,GBM_grid_1_AutoML_1_20241015_104849_model_1065,0.7905928568875757,0.1618642958122636,0.2549430263779289,0.33842675212351536,0.20143284381948007,0.04057519056920307
417,GBM_grid_1_AutoML_1_20241015_104849_model_140,0.7905194720101024,0.16149839429947924,0.2590488751190866,0.3358765085000179,0.20203495370178245,0.04081812251728138
418,GBM_grid_1_AutoML_1_20241015_104849_model_1099,0.7903864023540343,0.16415943876789235,0.25888156737186296,0.3325928926269642,0.2032526456298388,0.041311637955528835
419,GBM_grid_1_AutoML_1_20241015_104849_model_80,0.7903813392740139,0.1631708677017279,0.2596930604527813,0.35507654185678034,0.20268460094226687,0.04108104745912599
420,GBM_grid_1_AutoML_1_20241015_104849_model_258,0.790361503913463,0.1630566168529907,0.25644872975169697,0.36529347994424655,0.20293162980418009,0.0411812463749808
421,GBM_grid_1_AutoML_1_20241015_104849_model_591,0.7903024743569887,0.16174327573667596,0.249985240325595,0.3439275205203655,0.2015425888925797,0.04061941513752339
422,GBM_grid_1_AutoML_1_20241015_104849_model_585,0.7902768611286499,0.16143401956500142,0.2509792434095631,0.34555652184272284,0.20200840570711948,0.04080739597633218
423,GBM_grid_1_AutoML_1_20241015_104849_model_60,0.7902717384829822,0.16407374833050434,0.2521555261029247,0.3474229518352176,0.20330565979205345,0.04133319130348217
424,GBM_grid_1_AutoML_1_20241015_104849_model_282,0.7902496991934811,0.16132063562034984,0.2577798918179987,0.3551539771982702,0.2021262717410716,0.040855029727945504
425,GBM_grid_1_AutoML_1_20241015_104849_model_193,0.7900913141373108,0.16151262051646778,0.25515725575193393,0.3602675688876711,0.2022021844178867,0.04088572338336506
426,GBM_grid_1_AutoML_1_20241015_104849_model_736,0.7900252558344552,0.1607485775585509,0.25923403892431635,0.33722138168475474,0.20148895011993492,0.04059779702043365
427,GBM_grid_1_AutoML_1_20241015_104849_model_1008,0.7900067904837922,0.1623141793700712,0.2633256577271492,0.36118142504854606,0.2020516168914343,0.04082485588844294
428,GBM_grid_1_AutoML_1_20241015_104849_model_794,0.7899774841853207,0.16066519896081344,0.2672886539704867,0.3330757317639771,0.20069514414288156,0.040278540882531993
429,GBM_grid_1_AutoML_1_20241015_104849_model_531,0.7899166676594274,0.16095146229157214,0.2566013814342021,0.35392013438010034,0.2013192766493569,0.04052945115062029
430,GBM_grid_1_AutoML_1_20241015_104849_model_1006,0.7899014188537187,0.16202677971019688,0.2563516215422929,0.3376523987086168,0.20158281908762885,0.0406356329513157
431,GBM_grid_1_AutoML_1_20241015_104849_model_1089,0.7898585911533101,0.16248746551476445,0.25456534988445395,0.3582980903253476,0.2025973032109872,0.04104566726836467
432,GBM_grid_1_AutoML_1_20241015_104849_model_746,0.7898065903432172,0.1615830540297177,0.2543942795438589,0.3530114008648932,0.2017399003915012,0.04069898740997283
433,GBM_grid_1_AutoML_1_20241015_104849_model_620,0.7897818705995878,0.1607712760921954,0.26748502655206313,0.35834193064176023,0.2015094820768791,0.040606071366892066
434,GBM_grid_1_AutoML_1_20241015_104849_model_155,0.7897526834324109,0.16149805677493972,0.26367572124091715,0.3528616528275813,0.20209142971945787,0.04084094596605458
435,GBM_grid_1_AutoML_1_20241015_104849_model_787,0.7897388642022373,0.1642561988071782,0.2574825043682242,0.33203035465386405,0.20321225074474086,0.04129521885274346
436,GBM_grid_1_AutoML_1_20241015_104849_model_660,0.7896486222465781,0.1626623783180521,0.2563864193729856,0.33231674628608193,0.20261101592929728,0.041051223775901965
437,GBM_grid_1_AutoML_1_20241015_104849_model_386,0.7895118595203774,0.16246326493914565,0.2528986175580558,0.359358835372464,0.20268591611276848,0.04108158059047222
438,GBM_grid_1_AutoML_1_20241015_104849_model_99,0.7894829106157897,0.16120484140536748,0.26296490096529235,0.3176290489748752,0.2012029775939597,0.04048263819267544
439,GBM_grid_1_AutoML_1_20241015_104849_model_262,0.7894762392632919,0.1616699552524363,0.2560796174171449,0.3502106241288524,0.20204874964625716,0.040823697233615897
440,GBM_grid_1_AutoML_1_20241015_104849_model_558,0.7894576547813345,0.16151541261637928,0.263825209256542,0.3400995937622854,0.20072736408729253,0.040291474693432514
441,GBM_grid_1_AutoML_1_20241015_104849_model_96,0.7894424655412731,0.16521219750017427,0.2616718419846182,0.3500893484709498,0.2028262002562728,0.04113846751039767
442,GBM_grid_1_AutoML_1_20241015_104849_model_780,0.7894412146626797,0.16117230405536506,0.2504564254840964,0.36981093863547015,0.2021191677010639,0.0408521579521708
443,GBM_grid_1_AutoML_1_20241015_104849_model_251,0.7893998761034535,0.16380076362342605,0.25357155290856115,0.3649011805911294,0.20291350572719236,0.04117389080649931
